"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-01","0","E","0",",E","15",",E","7",",E",,,"0",",E","11",",E","0",",E","0",",E","0",",E","27",",E,21,",,,"0.17",",,E,04,","62",",E,07,","2437","E","691",",E","1.29",",,,E","42.7",",E","51.7",",,,E","33.7",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-02","0","E","0",",E","10",",E","4",",E",,,"0",",E","16",",E","0",",E","0",",E","0",",E","23",",E,03,",,,"0.17",",,E,15,","64",",E,14,","3081","E","644",",E","0.79",",,,E","42.0",",E","52.4",",,,E","31.6",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-03","0","E","0",",E","8",",E","3",",E",,,"0",",E","14",",E","0",",E","5",",E","0",",E","26",",E,24,",,,"0.29",",,E,25,+","76",",E,17,","3654","E","573",",E","0.95",",,,E","46.5",",E","60.4",",,,E","32.6",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-04","0","E","0",",E","9",",E","2",",E",,,"0",",E","0",",E","0",",E","15",",E","0",",E","33",",E,18,",,,"0.37",",,E,19,","81",",E,07,","3929","E","275",",E","0.81",",,,E","55.8",",E","70.1",",,,E","41.6",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-05","5","E","5",",E","5",",E","2",",E",,,"0",",E","2",",E","0",",E","17",",E","0",",E","30",",E,04,",,,"0.16",",,E,25,","83",",E,06,","4179","E","250",",E","0.36",",,,E","57.1",",E","71.9",",,,E","42.3",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-06","101","E","96",",E","6",",E","4",",E",,,"0",",E","0",",E","0",",E","29",",E","3",",E","38",",E,02,",,,"0.86",",,E,23,","92",",E,08,","4217","E","38",",E","1.64",",,,E","66.9",",E","82.5",",,,E","51.4",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-07","252","E","152",",E","4",",E","2",",E",,,"0",",E","0",",E","0",",E","31",",E","10",",E","45",",E,12,",,,"0.71",",,E,03,","97",",E,17,","32","E","32",",E","1.00",",,,E","68.9",",E","83.8",",,,E","53.9",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-08","473","E","220",",E","1",",E","1",",E",,,"0",",E","0",",E","0",",E","31",",E","14",",E","45",",E,17,",,,"0.11",",,E,30,","95",",E,25,","36","E","4",",E","0.11",",,,E","72.0",",E","87.9",",,,E","56.1",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-09","585","E","113",",E","8",",E","3",",E",,,"0",",E","0",",E","0",",E","28",",E","5",",E","41",",E,26,",,,"0.76",",,E,21,","94",",E,03,+","68","E","32",",E","1.67",",,,E","67.7",",E","82.0",",,,E","53.4",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-10","588","E","3",",E","5",",E","1",",E",,,"0",",E","0",",E","0",",E","26",",E","0",",E","34",",E,23,",,,"0.16",",,E,11,","86",",E,20,","201","E","133",",E","0.37",",,,E","60.8",",E","75.9",",,,E","45.7",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-11","588","E","0",",E","15",",E","8",",E",,,"0",",E","4",",E","0",",E","3",",E","0",",E","29",",E,18,",,,"0.43",",,E,30,","76",",E,01,","668","E","467",",E","1.92",",,,E","49.4",",E","59.8",",,,E","39.1",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2014-12","588","E","0",",E","9",",E","3",",E",,,"0",",E","21",",E","0",",E","0",",E","0",",E","16",",E,30,",,,"0.27",",,E,13,","60",",E,22,","1443","E","775",",E","0.86",",,,E","40.0",",E","50.0",",,,E","30.0",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2014-01","0","E","0",",E","21",",E","14",",E",,,"0",",E","0",",E","0",",E","0",",E","0",",E","37",",E,29,",,,"1.28",",,E,29,","69",",E,05,","1657","E","479",",E","5.65",",,,E","49.5",",E","55.8",",,,E","43.3",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2014-02","0","E","0",",E","14",",E","8",",E",,,"0",",E","0",",E","0",",E","1",",E","0",",E","33",",E,12,",,,"1.07",",,E,09,","71",",E,14,","2102","E","445",",E","2.78",",,,E","49.1",",E","57.4",",,,E","40.9",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2014-03","0","E","0",",E","13",",E","8",",E",,,"0",",E","0",",E","0",",E","3",",E","0",",E","36",",E,23,",,,"1.39",",,E,01,","77",",E,09,","2547","E","444",",E","5.12",",,,E","50.7",",E","59.3",",,,E","42.1",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2014-04","0","E","0",",E","18",",E","12",",E",,,"0",",E","0",",E","0",",E","4",",E","0",",E","42",",E,25,+",,,"0.78",",,E,19,","75",",E,16,","2817","E","270",",E","4.48",",,,E","56.0",",E","63.5",",,,E","48.4",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2014-05","0","E","0",",E","14",",E","10",",E",,,"0",",E","0",",E","0",",E","3",",E","0",",E","42",",E,14,",,,"0.85",",,E,19,","73",",E,18,","3090","E","273",",E","2.91",",,,E","56.2",",E","64.2",",,,E","48.2",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2014-06","29","E","28",",E","7",",E","2",",E",,,"0",",E","0",",E","0",",E","21",",E","0",",E","45",",E,01,",,,"0.39",",,E,25,","83",",E,06,","3163","E","72",",E","0.95",",,,E","63.5",",E","72.4",",,,E","54.6",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2014-07","91","E","62",",E","8",",E","3",",E",,,"0",",E","0",",E","0",",E","23",",E","0",",E","50",",E,11,+",,,"0.82",",,E,01,","83",",E,17,","32","E","32",",E","1.52",",,,E","66.0",",E","73.2",",,,E","58.7",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2014-08","146","E","55",",E","8",",E","3",",E",,,"0",",E","0",",E","0",",E","23",",E","0",",E","51",",E,22,+",,,"1.33",",,E,02,","84",",E,26,","68","E","36",",E","2.56",",,,E","65.6",",E","73.6",",,,E","57.6",",,,E"
