"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2015-01","0","E","0",",E","6",",E","2",",E",,,"0",",E","28",",E","0",",E","0",",E","0",",E","17",",E,01,",,,"0.41",",,E,30,","64",",E,10,","2262","E","819",",E","0.78",",,,E","38.6",",E","52.1",",,,E","25.1",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2015-02","0","E","0",",E","12",",E","5",",E",,,"0",",E","15",",E","1",",E","0",",E","0",",E","14",",E,08,",,,"0.20",",,E,11,","58",",E,23,","3008","E","745",",E","1.05",",,,E","38.4",",E","47.0",",,,E","29.8",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2015-03","0","E","0",",E","8",",E","4",",E",,,"0",",E","11",",E","0",",E","8",",E","0",",E","21",",E,06,",,,"0.61",",,E,18,","75",",E,31,","3576","E","569",",E","1.73",",,,E","46.7",",E","59.4",",,,E","33.9",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2015-04","0","E","0",",E","6",",E","4",",E",,,"0",",E","4",",E","0",",E","11",",E","0",",E","29",",E,02,",,,"0.29",",,E,09,","79",",E,14,","3920","E","344",",E","0.95",",,,E","53.5",",E","67.9",",,,E","39.2",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2015-05","42","E","42",",E","3",",E","2",",E",,,"0",",E","0",",E","0",",E","25",",E","4",",E","34",",E,22,",,,"1.76",",,E,30,","96",",E,13,","4067","E","147",",E","2.21",",,,E","61.6",",E","77.7",",,,E","45.5",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2015-06","172","E","130",",E","8",",E","6",",E",,,"0",",E","0",",E","0",",E","27",",E","5",",E","45",",E,18,",,,"0.54",",,E,13,","99",",E,30,","4103","E","36",",E","2.08",",,,E","68.1",",E","83.4",",,,E","52.9",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2015-07","558","E","387",",E","4",",E","4",",E",,,"0",",E","0",",E","0",",E","31",",E","25",",E","52",",E,09,",,,"0.45",",,E,31,","102",",E,15,","0","E","0",",E","1.03",",,,E","77.5",",E","93.6",",,,E","61.3",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2015-08","800","E","241",",E","6",",E","4",",E",,,"0",",E","0",",E","0",",E","31",",E","13",",E","45",",E,25,",,,"2.16",",,E,21,","100",",E,06,","4","E","4",",E","4.46",",,,E","72.7",",E","87.1",",,,E","58.3",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2015-09","822","E","22",",E","6",",E","1",",E",,,"0",",E","0",",E","0",",E","27",",E","0",",E","39",",E,29,+",,,"0.38",",,E,01,","87",",E,11,","117","E","114",",E","0.59",",,,E","62.0",",E","75.9",",,,E","48.0",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2015-10","825","E","3",",E","6",",E","4",",E",,,"0",",E","3",",E","0",",E","15",",E","0",",E","28",",E,16,",,,"0.54",",,E,19,","76",",E,01,","413","E","296",",E","1.08",",,,E","55.6",",E","68.1",",,,E","43.1",",,,E"
