"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2010-01","0","E","0",",E","12",",E","4",",E",,,"0",",E","19",",E","3",",E","0",",E","0",",E","10",",E,10,",,,"0.71",",,E,07,","55",",E,18,","2462","E","872",",E","1.52",",,,E","36.9",",E","44.0",",,,E","29.7",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2010-02","0","E","0",",E","9",",E","3",",E",,,"0",",E","15",",E","1",",E","0",",E","0",",E","22",",E,11,",,,"0.42",",,E,08,","69",",E,27,","3149","E","687",",E","1.03",",,,E","40.5",",E","48.9",",,,E","32.0",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2010-03","0","E","0",",E","12",",E","7",",E",,,"0",",E","12",",E","0",",E","1",",E","0",",E","19",",E,15,",,,"0.43",",,E,21,","71",",E,28,","3804","E","655",",E","2.14",",,,E","43.9",",E","54.7",",,,E","33.0",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2010-04","2","E","2",",E","12",",E","10",",E",,,"0",",E","5",",E","0",",E","10",",E","0",",E","28",",E,02,",,,"0.78",",,E,22,","83",",E,29,","4201","E","398",",E","3.19",",,,E","51.8",",E","64.0",",,,E","39.6",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2010-05","2","E","0",",E","13",",E","7",",E",,,"0",",E","1",",E","0",",E","13",",E","0",",E","31",",E,07,",,,"0.68",",,E,27,","80",",E,22,","4557","E","356",",E","2.46",",,,E","53.5",",E","66.0",",,,E","41.0",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2010-06","51","E","49",",E","11",",E","9",",E",,,"0",",E","0",",E","0",",E","19",",E","0",",E","37",",E,21,",,,"0.46",",,E,09,","89",",E,24,","4674","E","117",",E","2.68",",,,E","62.7",",E","75.5",",,,E","49.9",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2010-07","279","E","228","1,E","5",",E","3",",E",,,"0","1,E","0","1,E","0","1,E","30","1,E","15","1,E","45","1,E,27,",,,"0.42",",,E,02,","98","1,E,08,","1","E","1","1,E","0.83",",,,E","72.6","1,E","89.2","1,,,E","55.9","1,,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2010-08","465","E","186",",E","4",",E","2",",E",,,"0",",E","0",",E","0",",E","30",",E","10",",E","43",",E,31,+",,,"0.44",",,E,10,","97",",E,22,","24","E","23",",E","0.81",",,,E","70.3",",E","85.9",",,,E","54.6",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2010-09","509","E","43",",E","6",",E","3",",E",,,"0",",E","1",",E","0",",E","25",",E","1",",E","32",",E,27,",,,"0.55",",,E,01,","91",",E,05,","127","E","103",",E","1.02",",,,E","63.0",",E","77.1",",,,E","48.9",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2010-11",,,"0",",E","7",",E","3",",E",,,"0",",E","14",",E","0",",E","0",",E","0",",E","19",",E,29,+",,,"0.22",",,E,07,","69",",E,13,",,,"677",",E","0.68",",,,E","42.4",",E","53.3",",,,E","31.5",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2010-12",,,"0",",E","6",",E","3",",E",,,"0",",E","20",",E","0",",E","0",",E","0",",E","12",",E,26,+",,,"0.51",",,E,22,","63",",E,06,",,,"793",",E","1.03",",,,E","39.4",",E","49.4",",,,E","29.5",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2010-01","0","E","0",",E","25",",E","13",",E",,,"0",",E","7",",E","0",",E","0",",E","0",",E","25",",E,10,",,,"0.98",",,E,29,","63",",E,19,","1867","E","656",",E","6.28",",,,E","43.8",",E","49.0",",,,E","38.7",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2010-02","0","E","0",",E","15",",E","6",",E",,,"0",",E","4",",E","0",",E","1",",E","0",",E","30",",E,16,",,,"0.45",",,E,08,","71",",E,27,","2398","E","531",",E","1.82",",,,E","46.0",",E","52.7",",,,E","39.4",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2010-03","0","E","0",",E","9",",E","4",",E",,,"0",",E","0",",E","0",",E","2",",E","0",",E","32",",E,15,+",,,"0.41",",,E,20,","72",",E,18,","2869","E","472",",E","1.46",",,,E","49.8",",E","57.4",",,,E","42.2",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2010-04","3","E","3",",E","12",",E","4",",E",,,"0",",E","0",",E","0",",E","5",",E","0",",E","37",",E,14,",,,"0.19",",,E,21,","80",",E,27,","3168","E","299",",E","0.89",",,,E","55.1",",E","63.7",",,,E","46.6",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2010-05","12","E","9",",E","16",",E","10",",E",,,"0",",E","0",",E","0",",E","9",",E","0",",E","39",",E,06,",,,"0.93",",,E,02,","80",",E,22,","3451","E","283",",E","4.32",",,,E","56.2",",E","64.0",",,,E","48.3",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2010-06","41","E","29",",E","12",",E","9",",E",,,"0",",E","0",",E","0",",E","15",",E","0",",E","45",",E,21,",,,"2.03",",,E,15,","80",",E,28,","3588","E","136",",E","8.72",",,,E","61.4",",E","68.6",",,,E","54.2",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2010-07","110","E","69",",E","8",",E","3",",E",,,"0",",E","0",",E","0",",E","26",",E","0",",E","53",",E,15,",,,"0.48",",,E,02,","81",",E,10,","17","E","17",",E","1.07",",,,E","66.7",",E","73.6",",,,E","59.7",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2010-08","196","E","86",",E","11",",E","5",",E",,,"0",",E","0",",E","0",",E","26",",E","0",",E","53",",E,16,",,,"0.22",",,E,23,","89",",E,25,","32","E","14",",E","1.00",",,,E","67.3",",E","75.5",",,,E","59.2",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2010-09","231","E","35",",E","11",",E","7",",E",,,"0",",E","0",",E","0",",E","21",",E","0",",E","47",",E,27,",,,"0.25",",,E,17,","84",",E,14,","101","E","70",",E","1.46",",,,E","63.8",",E","72.3",",,,E","55.4",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2010-10","238","E","7",",E","14",",E","9",",E",,,"0",",E","0",",E","0",",E","5",",E","0",",E","40",",E,26,",,,"2.37",",,E,31,","78",",E,07,","340","E","238",",E","6.72",",,,E","57.5",",E","65.0",",,,E","50.0",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2010-11","238","E","0",",E","19",",E","14",",E",,,"0",",E","1",",E","0",",E","2",",E","0",",E","30",",E,29,",,,"1.39",",,E,20,","74",",E,12,","788","E","448",",E","7.07",",,,E","50.1",",E","56.1",",,,E","44.0",",,,E"
