"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-01","0","E","0",",E","6",",E","4",",E",,,"0",",E","24",",E","0",",E","0",",E","0",",E","13",",E,18,",,,"0.21",",,E,16,","65",",E,31,","2481","E","859",",E","0.76",",,,E","37.3",",E","48.8",",,,E","25.8",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-02","0","E","0",",E","9",",E","5",",E",,,"0",",E","16",",E","0",",E","0",",E","0",",E","24",",E,25,",,,"0.23",",,E,02,","69",",E,22,","3052","E","571",",E","0.91",",,,E","44.6",",E","57.3",",,,E","31.9",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-03","0","E","0",",E","7",",E","4",",E",,,"0",",E","8",",E","0",",E","10",",E","0",",E","29",",E,18,+",,,"0.50",",,E,03,","81",",E,10,","3519","E","466",",E","1.44",",,,E","50.0",",E","64.9",",,,E","35.0",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-04","0","E","0",",E","6",",E","3",",E",,,"0",",E","8",",E","0",",E","16",",E","0",",E","27",",E,03,",,,"0.42",",,E,25,","81",",E,13,","3922","E","403",",E","1.21",",,,E","51.6",",E","68.6",",,,E","34.5",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-05","52","E","52",",E","6","1,E","4","1,E",,,"0",",E","0",",E","0",",E","25",",E","2",",E","34",",E,19,",,,"0.68","1,,E,18,","90",",E,26,","4058","E","136",",E","1.34","1,,,E","62.3",",E","77.6",",,,E","47.0",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-06","297","E","245",",E","5",",E","4",",E",,,"0",",E","0",",E","0",",E","27",",E","15",",E","45",",E,07,",,,"0.80",",,E,04,","100",",E,14,","4083","E","25",",E","1.43",",,,E","72.3",",E","87.5",",,,E","57.2",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-07","569","E","271",",E","4",",E","2",",E",,,"0",",E","0",",E","0",",E","30",",E","18",",E","46",",E,02,",,,"0.24",",,E,18,","101",",E,13,","10","E","10",",E","0.46",",,,E","73.4",",E","89.9",",,,E","57.0",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-08","844","E","275",",E","5",",E","3",",E",,,"0",",E","0",",E","0",",E","30",",E","18",",E","43",",E,10,",,,"0.35",",,E,28,","99",",E,22,","26","E","16",",E","1.02",",,,E","73.4",",E","89.1",",,,E","57.6",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-09","871","E","27",",E","2",",E","0",",E",,,"0",",E","0",",E","0",",E","25",",E","0",",E","33",",E,16,",,,"0.09",",,E,22,","89",",E,13,","133","E","107",",E","0.11",",,,E","62.3",",E","77.6",",,,E","47.0",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-10","885","E","14",",E","2",",E","2",",E",,,"0",",E","2",",E","0",",E","23",",E","0",",E","30",",E,29,",,,"0.13",",,E,17,","87",",E,13,","339","E","206",",E","0.26",",,,E","58.8",",E","75.9",",,,E","41.7",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-11","885","E","0",",E","3",",E","1",",E",,,"0",",E","19",",E","0",",E","2",",E","0",",E","16",",E,30,",,,"0.15",",,E,04,","71",",E,01,","960","E","621",",E","0.26",",,,E","44.3",",E","58.7",",,,E","29.9",",,,E"
"SPE00120539","CALAMOCHA, SP","40.9258","-1.2931","890.0","2017-12","885","E","0",",E","5",",E","2",",E",,,"0",",E","23",",E","0",",E","0",",E","0",",E","16",",E,03,",,,"0.15",",,E,26,","59",",E,29,","1782","E","822",",E","0.39",",,,E","38.5",",E","50.1",",,,E","26.9",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2017-01","0","E","0",",E","14",",E","6",",E",,,"0",",E","8",",E","0",",E","0",",E","0",",E","28",",E,20,",,,"0.59",",,E,16,","63",",E,29,","1841","E","637",",E","2.71",",,,E","44.5",",E","51.5",",,,E","37.4",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2017-02","0","E","0",",E","14",",E","8",",E",,,"0",",E","0",",E","0",",E","0",",E","0",",E","36",",E,09,",,,"0.76",",,E,04,","66",",E,25,+","2257","E","416",",E","2.57",",,,E","50.2",",E","57.6",",,,E","42.7",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2017-03","0","E","0",",E","13",",E","6",",E",,,"0",",E","0",",E","0",",E","5",",E","0",",E","36",",E,24,+",,,"0.97",",,E,12,","79",",E,10,","2637","E","381",",E","2.29",",,,E","52.7",",E","60.4",",,,E","45.0",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2017-04","0","E","0",",E","7",",E","1",",E",,,"0",",E","0",",E","0",",E","5",",E","0",",E","34",",E,28,",,,"0.61",",,E,25,","76",",E,08,","2960","E","322",",E","0.99",",,,E","54.2",",E","63.4",",,,E","45.1",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2017-05","17","E","17",",E","15",",E","9",",E",,,"0",",E","0",",E","0",",E","11",",E","0",",E","42",",E,01,",,,"0.96",",,E,10,","87",",E,25,","3109","E","149",",E","4.35",",,,E","60.7",",E","69.4",",,,E","52.1",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2017-06","73","E","57",",E","18",",E","7",",E",,,"0",",E","0",",E","0",",E","14",",E","2",",E","47",",E,05,",,,"0.71",",,E,29,","93",",E,21,","3185","E","76",",E","2.52",",,,E","64.3",",E","71.3",",,,E","57.4",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2017-07","143","E","69",",E","9",",E","2",",E",,,"0",",E","0",",E","0",",E","23",",E","0",",E","50",",E,01,",,,"0.22",",,E,31,","87",",E,04,","26","E","26",",E","0.61",",,,E","66.4",",E","73.8",",,,E","58.9",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2017-08","219","E","76",",E","13",",E","8",",E",,,"0",",E","0",",E","0",",E","21",",E","0",",E","53",",E,11,",,,"0.91",",,E,27,","89",",E,21,","67","E","41",",E","2.79",",,,E","66.1",",E","73.6",",,,E","58.7",",,,E"
"SPE00119828","OVIEDO, SP","43.3542","-5.8728","336.0","2017-09","235","E","17",",E","14",",E","10",",E",,,"0",",E","0",",E","0",",E","15",",E","0",",E","47",",E,16,",,,"0.44",",,E,15,","79",",E,13,","161","E","94",",E","2.46",",,,E","62.4",",E","70.1",",,,E","54.8",",,,E"
